rain_1h_mm,rain_3h_mm,rain_6h_mm,rain_24h_mm,soil_moisture_pct,slope_deg,elevation_m,distance_to_river_m,historical_events,risk
34.42696555172157,65.95920191947317,98.13126373961157,424.71973934455417,61.899769186685816,11.769525751614626,2210.64936262589,4207.711447407871,0,LOW
37.31508914560659,109.85851290085566,249.98042034653096,1115.2048046623354,51.30732396484746,13.374230262892887,1159.7051724429398,1965.3959666695278,1,MEDIUM
20.188749549499512,60.30636166529206,93.55324040228926,393.86931353765436,26.42963224990136,35.1018228002991,997.557993347762,149.59332100521365,3,MEDIUM
26.761012005159035,64.14740881981912,113.48514537306902,416.2941121335577,51.056231812239474,6.947784614375421,274.6313388521436,2743.4410576923283,0,LOW
33.85577541911746,60.48854879872253,82.20512421883738,300.00345246032924,88.26848855390624,47.67994380001602,725.9797071420791,1234.128458573852,2,MEDIUM
29.65733486896189,54.23266614325938,115.60642832966592,282.7464943353511,30.564000698832693,41.25319379116133,242.69417613179712,1621.4148478694644,0,MEDIUM
31.006721045235192,91.89557664317704,195.97172267867313,714.2961276243573,44.56573238159795,43.2592803975912,1810.668943371362,2310.507965494322,1,HIGH
37.22137132458354,90.72775846921058,132.1637249626764,404.67682725648086,16.241908645577567,19.087056889620083,2387.6102273134798,4029.1529396978704,3,MEDIUM
43.87001107577191,107.37214919172416,226.02322574630992,988.5355842764784,72.07949345620503,33.95051774687917,2216.0117563043736,3747.123739525009,0,MEDIUM
18.200902965893672,41.76911001263481,86.638252113587,185.67794261408307,24.32769217733827,19.709740593766988,2569.6987517278444,2801.1411346384325,1,LOW
40.5686886218398,116.1178631634165,197.51092355816533,912.123826452487,41.42483750279158,27.014518803800726,472.3947428509869,3649.1702725245977,3,MEDIUM
14.987073763404501,39.52131331453447,63.490195113916876,242.18878315027095,61.43553776229776,7.16705302591166,2068.7590123605087,1556.7279370054096,1,LOW
24.254024664862587,69.35619222273702,147.70187431936904,321.51125452486036,90.84834129593465,13.366179374904515,872.3286532449791,2479.4122291258864,1,MEDIUM
34.03510639092731,97.45041537671013,210.12574802048232,752.493612776814,68.88403002436159,6.778134241920671,2330.1088801911087,383.33997140840563,2,HIGH
19.45392542421424,52.91643101186442,118.10337392814071,276.02623438748384,80.31425591593683,37.91734691636688,2865.5524011557695,290.8620705446676,2,MEDIUM
23.979575618301247,41.675737791376406,111.49769784623331,392.42932757556935,94.85431332471109,48.634863925062646,2304.617641225157,828.2063031728609,2,MEDIUM
17.920685725833387,66.84275217187931,121.73167064809891,379.5751651475524,87.06444881594838,58.80724024206322,1504.2322895050133,3762.751053229347,0,MEDIUM
14.364715462765869,27.923171396991844,55.20504125930621,228.09650581806906,38.46318228964467,41.75822368741128,1475.313163649234,4612.895131822199,1,LOW
42.73085479649275,102.19995874093203,183.96564547810718,639.9484661907001,84.01374074825893,51.8131788575484,2043.6135150770103,3097.518341102507,3,MEDIUM
2.6432811193076047,0.0,0.0,0.0,85.63779200261442,22.03451086605194,3144.6028836161554,231.63097712778315,3,LOW
17.432214562337982,15.86992737866493,4.775687315632851,58.06426802409094,45.80573402472451,48.531316647886904,2366.2315268995376,3127.217878436899,2,LOW
19.859715499936403,50.867262704574856,115.49016365224573,483.15778076960646,53.18279838053023,15.1225740077494,523.9279758772282,1398.1271579178165,1,MEDIUM
38.94053257585975,116.82733861182832,234.4744217020158,969.5885073995387,34.4320046846621,34.14867746761964,2789.876821083592,4398.511714407137,0,HIGH
32.08689047205962,58.13352572429997,82.77960957340761,277.05300656466846,76.4832382761592,23.8875241622667,374.93129753745256,3662.190350126738,1,MEDIUM
30.315402709197215,76.659599366517,129.0459693267367,368.12934555221943,85.71876012024877,41.87523178283048,1431.8585804267238,1826.7340946227857,0,MEDIUM
1.47849256316524,3.8018899968351914,0.0,0.0,76.80532288208587,36.00329934300244,1446.017143628909,2219.4494343462766,3,LOW
13.89121775766332,50.83571273201327,117.77716564009954,469.57358301548766,85.03691967838402,47.11647925034575,2259.0431783519452,3601.4997622420196,1,MEDIUM
26.594094466502202,70.07101085449807,196.30269314379677,790.8375543217333,43.769888385422924,15.409065987790441,2959.0987306570332,4644.371231146401,2,MEDIUM
12.554776373708812,43.52247775974152,70.0677499012759,161.91757893344686,44.11486380467779,53.809412341564055,1111.6826883529782,1512.7533807105967,2,LOW
2.606753848111283,2.222813069777685,5.5206966274078155,0.0,58.57191475844138,20.220605489731586,2294.5183197602505,3859.6029374374402,1,LOW
26.55476658225547,104.86175279670036,185.08895047361722,512.2413567551071,38.10757002475861,5.956692316257042,2108.780014993145,3449.7380685304734,3,MEDIUM
35.33052051439667,70.22163247451486,144.58108440780603,470.6979623489063,87.86443874592686,24.913488601063502,2212.9379217005403,1219.6535327681472,0,MEDIUM
22.73547761338884,59.13013975133198,118.991590311965,476.0299784707355,66.92601966281993,3.926188479125061,262.4319435922159,1271.7148168363924,0,LOW
42.920645814173156,90.78895364643023,155.60395899801023,503.7257257488513,7.298491677261146,40.09225057715335,1889.245736768364,1090.3042306485108,2,MEDIUM
5.885517298860664,10.729775389560967,61.6903949993732,173.40627988709616,83.88476990957174,12.929775939648549,3289.0493973295747,892.6945395172188,1,LOW
